snapshot_index,case_name,dataset_split,time_s,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m
295,surrGrid_H0240_obsH0030_x0320,training_grid,1.275,0.24,0.03,0.32,0.024
296,surrGrid_H0240_obsH0030_x0320,training_grid,1.3,0.24,0.03,0.32,0.024
297,surrGrid_H0240_obsH0030_x0320,training_grid,1.325,0.24,0.03,0.32,0.024
298,surrGrid_H0240_obsH0030_x0320,training_grid,1.35,0.24,0.03,0.32,0.024
299,surrGrid_H0240_obsH0030_x0320,training_grid,1.375,0.24,0.03,0.32,0.024
300,surrGrid_H0240_obsH0030_x0320,training_grid,1.4,0.24,0.03,0.32,0.024
301,surrGrid_H0240_obsH0030_x0320,training_grid,1.425,0.24,0.03,0.32,0.024
302,surrGrid_H0240_obsH0030_x0320,training_grid,1.45,0.24,0.03,0.32,0.024
303,surrGrid_H0240_obsH0030_x0320,training_grid,1.475,0.24,0.03,0.32,0.024
304,surrGrid_H0240_obsH0030_x0320,training_grid,1.5,0.24,0.03,0.32,0.024
305,surrGrid_H0240_obsH0030_x0350,training_grid,0.0,0.24,0.03,0.35,0.024
306,surrGrid_H0240_obsH0030_x0350,training_grid,0.025,0.24,0.03,0.35,0.024
307,surrGrid_H0240_obsH0030_x0350,training_grid,0.05,0.24,0.03,0.35,0.024
308,surrGrid_H0240_obsH0030_x0350,training_grid,0.075,0.24,0.03,0.35,0.024
309,surrGrid_H0240_obsH0030_x0350,training_grid,0.1,0.24,0.03,0.35,0.024
310,surrGrid_H0240_obsH0030_x0350,training_grid,0.125,0.24,0.03,0.35,0.024
311,surrGrid_H0240_obsH0030_x0350,training_grid,0.15,0.24,0.03,0.35,0.024
312,surrGrid_H0240_obsH0030_x0350,training_grid,0.175,0.24,0.03,0.35,0.024
313,surrGrid_H0240_obsH0030_x0350,training_grid,0.2,0.24,0.03,0.35,0.024
314,surrGrid_H0240_obsH0030_x0350,training_grid,0.225,0.24,0.03,0.35,0.024
315,surrGrid_H0240_obsH0030_x0350,training_grid,0.25,0.24,0.03,0.35,0.024
316,surrGrid_H0240_obsH0030_x0350,training_grid,0.275,0.24,0.03,0.35,0.024
317,surrGrid_H0240_obsH0030_x0350,training_grid,0.3,0.24,0.03,0.35,0.024
318,surrGrid_H0240_obsH0030_x0350,training_grid,0.325,0.24,0.03,0.35,0.024
319,surrGrid_H0240_obsH0030_x0350,training_grid,0.35,0.24,0.03,0.35,0.024
320,surrGrid_H0240_obsH0030_x0350,training_grid,0.375,0.24,0.03,0.35,0.024
321,surrGrid_H0240_obsH0030_x0350,training_grid,0.4,0.24,0.03,0.35,0.024
322,surrGrid_H0240_obsH0030_x0350,training_grid,0.425,0.24,0.03,0.35,0.024
323,surrGrid_H0240_obsH0030_x0350,training_grid,0.45,0.24,0.03,0.35,0.024
324,surrGrid_H0240_obsH0030_x0350,training_grid,0.475,0.24,0.03,0.35,0.024
325,surrGrid_H0240_obsH0030_x0350,training_grid,0.5,0.24,0.03,0.35,0.024
326,surrGrid_H0240_obsH0030_x0350,training_grid,0.525,0.24,0.03,0.35,0.024
327,surrGrid_H0240_obsH0030_x0350,training_grid,0.55,0.24,0.03,0.35,0.024
328,surrGrid_H0240_obsH0030_x0350,training_grid,0.575,0.24,0.03,0.35,0.024
329,surrGrid_H0240_obsH0030_x0350,training_grid,0.6,0.24,0.03,0.35,0.024
330,surrGrid_H0240_obsH0030_x0350,training_grid,0.625,0.24,0.03,0.35,0.024
331,surrGrid_H0240_obsH0030_x0350,training_grid,0.65,0.24,0.03,0.35,0.024
332,surrGrid_H0240_obsH0030_x0350,training_grid,0.675,0.24,0.03,0.35,0.024
333,surrGrid_H0240_obsH0030_x0350,training_grid,0.7,0.24,0.03,0.35,0.024
334,surrGrid_H0240_obsH0030_x0350,training_grid,0.725,0.24,0.03,0.35,0.024
335,surrGrid_H0240_obsH0030_x0350,training_grid,0.75,0.24,0.03,0.35,0.024
336,surrGrid_H0240_obsH0030_x0350,training_grid,0.775,0.24,0.03,0.35,0.024
337,surrGrid_H0240_obsH0030_x0350,training_grid,0.8,0.24,0.03,0.35,0.024
338,surrGrid_H0240_obsH0030_x0350,training_grid,0.825,0.24,0.03,0.35,0.024
339,surrGrid_H0240_obsH0030_x0350,training_grid,0.85,0.24,0.03,0.35,0.024
340,surrGrid_H0240_obsH0030_x0350,training_grid,0.875,0.24,0.03,0.35,0.024
341,surrGrid_H0240_obsH0030_x0350,training_grid,0.9,0.24,0.03,0.35,0.024
342,surrGrid_H0240_obsH0030_x0350,training_grid,0.925,0.24,0.03,0.35,0.024
343,surrGrid_H0240_obsH0030_x0350,training_grid,0.95,0.24,0.03,0.35,0.024
344,surrGrid_H0240_obsH0030_x0350,training_grid,0.975,0.24,0.03,0.35,0.024
345,surrGrid_H0240_obsH0030_x0350,training_grid,1.0,0.24,0.03,0.35,0.024
346,surrGrid_H0240_obsH0030_x0350,training_grid,1.025,0.24,0.03,0.35,0.024
347,surrGrid_H0240_obsH0030_x0350,training_grid,1.05,0.24,0.03,0.35,0.024
348,surrGrid_H0240_obsH0030_x0350,training_grid,1.075,0.24,0.03,0.35,0.024
349,surrGrid_H0240_obsH0030_x0350,training_grid,1.1,0.24,0.03,0.35,0.024
350,surrGrid_H0240_obsH0030_x0350,training_grid,1.125,0.24,0.03,0.35,0.024
351,surrGrid_H0240_obsH0030_x0350,training_grid,1.15,0.24,0.03,0.35,0.024
352,surrGrid_H0240_obsH0030_x0350,training_grid,1.175,0.24,0.03,0.35,0.024
353,surrGrid_H0240_obsH0030_x0350,training_grid,1.2,0.24,0.03,0.35,0.024
354,surrGrid_H0240_obsH0030_x0350,training_grid,1.225,0.24,0.03,0.35,0.024
355,surrGrid_H0240_obsH0030_x0350,training_grid,1.25,0.24,0.03,0.35,0.024
356,surrGrid_H0240_obsH0030_x0350,training_grid,1.275,0.24,0.03,0.35,0.024
357,surrGrid_H0240_obsH0030_x0350,training_grid,1.3,0.24,0.03,0.35,0.024
358,surrGrid_H0240_obsH0030_x0350,training_grid,1.325,0.24,0.03,0.35,0.024
359,surrGrid_H0240_obsH0030_x0350,training_grid,1.35,0.24,0.03,0.35,0.024
360,surrGrid_H0240_obsH0030_x0350,training_grid,1.375,0.24,0.03,0.35,0.024
361,surrGrid_H0240_obsH0030_x0350,training_grid,1.4,0.24,0.03,0.35,0.024
362,surrGrid_H0240_obsH0030_x0350,training_grid,1.425,0.24,0.03,0.35,0.024
363,surrGrid_H0240_obsH0030_x0350,training_grid,1.45,0.24,0.03,0.35,0.024
364,surrGrid_H0240_obsH0030_x0350,training_grid,1.475,0.24,0.03,0.35,0.024
365,surrGrid_H0240_obsH0030_x0350,training_grid,1.5,0.24,0.03,0.35,0.024
366,surrGrid_H0240_obsH0030_x0380,training_grid,0.0,0.24,0.03,0.38,0.024
367,surrGrid_H0240_obsH0030_x0380,training_grid,0.025,0.24,0.03,0.38,0.024
368,surrGrid_H0240_obsH0030_x0380,training_grid,0.05,0.24,0.03,0.38,0.024
369,surrGrid_H0240_obsH0030_x0380,training_grid,0.075,0.24,0.03,0.38,0.024
370,surrGrid_H0240_obsH0030_x0380,training_grid,0.1,0.24,0.03,0.38,0.024
371,surrGrid_H0240_obsH0030_x0380,training_grid,0.125,0.24,0.03,0.38,0.024
372,surrGrid_H0240_obsH0030_x0380,training_grid,0.15,0.24,0.03,0.38,0.024
373,surrGrid_H0240_obsH0030_x0380,training_grid,0.175,0.24,0.03,0.38,0.024
374,surrGrid_H0240_obsH0030_x0380,training_grid,0.2,0.24,0.03,0.38,0.024
375,surrGrid_H0240_obsH0030_x0380,training_grid,0.225,0.24,0.03,0.38,0.024
376,surrGrid_H0240_obsH0030_x0380,training_grid,0.25,0.24,0.03,0.38,0.024
377,surrGrid_H0240_obsH0030_x0380,training_grid,0.275,0.24,0.03,0.38,0.024
378,surrGrid_H0240_obsH0030_x0380,training_grid,0.3,0.24,0.03,0.38,0.024
379,surrGrid_H0240_obsH0030_x0380,training_grid,0.325,0.24,0.03,0.38,0.024
380,surrGrid_H0240_obsH0030_x0380,training_grid,0.35,0.24,0.03,0.38,0.024
381,surrGrid_H0240_obsH0030_x0380,training_grid,0.375,0.24,0.03,0.38,0.024
382,surrGrid_H0240_obsH0030_x0380,training_grid,0.4,0.24,0.03,0.38,0.024
383,surrGrid_H0240_obsH0030_x0380,training_grid,0.425,0.24,0.03,0.38,0.024
384,surrGrid_H0240_obsH0030_x0380,training_grid,0.45,0.24,0.03,0.38,0.024
385,surrGrid_H0240_obsH0030_x0380,training_grid,0.475,0.24,0.03,0.38,0.024
386,surrGrid_H0240_obsH0030_x0380,training_grid,0.5,0.24,0.03,0.38,0.024
387,surrGrid_H0240_obsH0030_x0380,training_grid,0.525,0.24,0.03,0.38,0.024
388,surrGrid_H0240_obsH0030_x0380,training_grid,0.55,0.24,0.03,0.38,0.024
389,surrGrid_H0240_obsH0030_x0380,training_grid,0.575,0.24,0.03,0.38,0.024
390,surrGrid_H0240_obsH0030_x0380,training_grid,0.6,0.24,0.03,0.38,0.024
391,surrGrid_H0240_obsH0030_x0380,training_grid,0.625,0.24,0.03,0.38,0.024
392,surrGrid_H0240_obsH0030_x0380,training_grid,0.65,0.24,0.03,0.38,0.024
393,surrGrid_H0240_obsH0030_x0380,training_grid,0.675,0.24,0.03,0.38,0.024
394,surrGrid_H0240_obsH0030_x0380,training_grid,0.7,0.24,0.03,0.38,0.024
395,surrGrid_H0240_obsH0030_x0380,training_grid,0.725,0.24,0.03,0.38,0.024
396,surrGrid_H0240_obsH0030_x0380,training_grid,0.75,0.24,0.03,0.38,0.024
397,surrGrid_H0240_obsH0030_x0380,training_grid,0.775,0.24,0.03,0.38,0.024
398,surrGrid_H0240_obsH0030_x0380,training_grid,0.8,0.24,0.03,0.38,0.024
399,surrGrid_H0240_obsH0030_x0380,training_grid,0.825,0.24,0.03,0.38,0.024
400,surrGrid_H0240_obsH0030_x0380,training_grid,0.85,0.24,0.03,0.38,0.024
401,surrGrid_H0240_obsH0030_x0380,training_grid,0.875,0.24,0.03,0.38,0.024
402,surrGrid_H0240_obsH0030_x0380,training_grid,0.9,0.24,0.03,0.38,0.024
403,surrGrid_H0240_obsH0030_x0380,training_grid,0.925,0.24,0.03,0.38,0.024
404,surrGrid_H0240_obsH0030_x0380,training_grid,0.95,0.24,0.03,0.38,0.024
405,surrGrid_H0240_obsH0030_x0380,training_grid,0.975,0.24,0.03,0.38,0.024
406,surrGrid_H0240_obsH0030_x0380,training_grid,1.0,0.24,0.03,0.38,0.024
407,surrGrid_H0240_obsH0030_x0380,training_grid,1.025,0.24,0.03,0.38,0.024
408,surrGrid_H0240_obsH0030_x0380,training_grid,1.05,0.24,0.03,0.38,0.024
409,surrGrid_H0240_obsH0030_x0380,training_grid,1.075,0.24,0.03,0.38,0.024
410,surrGrid_H0240_obsH0030_x0380,training_grid,1.1,0.24,0.03,0.38,0.024
411,surrGrid_H0240_obsH0030_x0380,training_grid,1.125,0.24,0.03,0.38,0.024
412,surrGrid_H0240_obsH0030_x0380,training_grid,1.15,0.24,0.03,0.38,0.024
413,surrGrid_H0240_obsH0030_x0380,training_grid,1.175,0.24,0.03,0.38,0.024
414,surrGrid_H0240_obsH0030_x0380,training_grid,1.2,0.24,0.03,0.38,0.024
415,surrGrid_H0240_obsH0030_x0380,training_grid,1.225,0.24,0.03,0.38,0.024
416,surrGrid_H0240_obsH0030_x0380,training_grid,1.25,0.24,0.03,0.38,0.024
417,surrGrid_H0240_obsH0030_x0380,training_grid,1.275,0.24,0.03,0.38,0.024
418,surrGrid_H0240_obsH0030_x0380,training_grid,1.3,0.24,0.03,0.38,0.024
419,surrGrid_H0240_obsH0030_x0380,training_grid,1.325,0.24,0.03,0.38,0.024
420,surrGrid_H0240_obsH0030_x0380,training_grid,1.35,0.24,0.03,0.38,0.024
421,surrGrid_H0240_obsH0030_x0380,training_grid,1.375,0.24,0.03,0.38,0.024
422,surrGrid_H0240_obsH0030_x0380,training_grid,1.4,0.24,0.03,0.38,0.024
423,surrGrid_H0240_obsH0030_x0380,training_grid,1.425,0.24,0.03,0.38,0.024
424,surrGrid_H0240_obsH0030_x0380,training_grid,1.45,0.24,0.03,0.38,0.024
425,surrGrid_H0240_obsH0030_x0380,training_grid,1.475,0.24,0.03,0.38,0.024
426,surrGrid_H0240_obsH0030_x0380,training_grid,1.5,0.24,0.03,0.38,0.024
427,surrGrid_H0240_obsH0036_x0220,training_grid,0.0,0.24,0.036,0.22,0.024
428,surrGrid_H0240_obsH0036_x0220,training_grid,0.025,0.24,0.036,0.22,0.024
429,surrGrid_H0240_obsH0036_x0220,training_grid,0.05,0.24,0.036,0.22,0.024
430,surrGrid_H0240_obsH0036_x0220,training_grid,0.075,0.24,0.036,0.22,0.024
431,surrGrid_H0240_obsH0036_x0220,training_grid,0.1,0.24,0.036,0.22,0.024
432,surrGrid_H0240_obsH0036_x0220,training_grid,0.125,0.24,0.036,0.22,0.024
433,surrGrid_H0240_obsH0036_x0220,training_grid,0.15,0.24,0.036,0.22,0.024
434,surrGrid_H0240_obsH0036_x0220,training_grid,0.175,0.24,0.036,0.22,0.024
435,surrGrid_H0240_obsH0036_x0220,training_grid,0.2,0.24,0.036,0.22,0.024
436,surrGrid_H0240_obsH0036_x0220,training_grid,0.225,0.24,0.036,0.22,0.024
437,surrGrid_H0240_obsH0036_x0220,training_grid,0.25,0.24,0.036,0.22,0.024
438,surrGrid_H0240_obsH0036_x0220,training_grid,0.275,0.24,0.036,0.22,0.024
439,surrGrid_H0240_obsH0036_x0220,training_grid,0.3,0.24,0.036,0.22,0.024
440,surrGrid_H0240_obsH0036_x0220,training_grid,0.325,0.24,0.036,0.22,0.024
441,surrGrid_H0240_obsH0036_x0220,training_grid,0.35,0.24,0.036,0.22,0.024
442,surrGrid_H0240_obsH0036_x0220,training_grid,0.375,0.24,0.036,0.22,0.024
443,surrGrid_H0240_obsH0036_x0220,training_grid,0.4,0.24,0.036,0.22,0.024
444,surrGrid_H0240_obsH0036_x0220,training_grid,0.425,0.24,0.036,0.22,0.024
445,surrGrid_H0240_obsH0036_x0220,training_grid,0.45,0.24,0.036,0.22,0.024
446,surrGrid_H0240_obsH0036_x0220,training_grid,0.475,0.24,0.036,0.22,0.024
447,surrGrid_H0240_obsH0036_x0220,training_grid,0.5,0.24,0.036,0.22,0.024
448,surrGrid_H0240_obsH0036_x0220,training_grid,0.525,0.24,0.036,0.22,0.024
449,surrGrid_H0240_obsH0036_x0220,training_grid,0.55,0.24,0.036,0.22,0.024
450,surrGrid_H0240_obsH0036_x0220,training_grid,0.575,0.24,0.036,0.22,0.024
451,surrGrid_H0240_obsH0036_x0220,training_grid,0.6,0.24,0.036,0.22,0.024
452,surrGrid_H0240_obsH0036_x0220,training_grid,0.625,0.24,0.036,0.22,0.024
453,surrGrid_H0240_obsH0036_x0220,training_grid,0.65,0.24,0.036,0.22,0.024
454,surrGrid_H0240_obsH0036_x0220,training_grid,0.675,0.24,0.036,0.22,0.024
455,surrGrid_H0240_obsH0036_x0220,training_grid,0.7,0.24,0.036,0.22,0.024
456,surrGrid_H0240_obsH0036_x0220,training_grid,0.725,0.24,0.036,0.22,0.024
457,surrGrid_H0240_obsH0036_x0220,training_grid,0.75,0.24,0.036,0.22,0.024
458,surrGrid_H0240_obsH0036_x0220,training_grid,0.775,0.24,0.036,0.22,0.024
459,surrGrid_H0240_obsH0036_x0220,training_grid,0.8,0.24,0.036,0.22,0.024
460,surrGrid_H0240_obsH0036_x0220,training_grid,0.825,0.24,0.036,0.22,0.024
461,surrGrid_H0240_obsH0036_x0220,training_grid,0.85,0.24,0.036,0.22,0.024
462,surrGrid_H0240_obsH0036_x0220,training_grid,0.875,0.24,0.036,0.22,0.024
463,surrGrid_H0240_obsH0036_x0220,training_grid,0.9,0.24,0.036,0.22,0.024
464,surrGrid_H0240_obsH0036_x0220,training_grid,0.925,0.24,0.036,0.22,0.024
465,surrGrid_H0240_obsH0036_x0220,training_grid,0.95,0.24,0.036,0.22,0.024
466,surrGrid_H0240_obsH0036_x0220,training_grid,0.975,0.24,0.036,0.22,0.024
467,surrGrid_H0240_obsH0036_x0220,training_grid,1.0,0.24,0.036,0.22,0.024
468,surrGrid_H0240_obsH0036_x0220,training_grid,1.025,0.24,0.036,0.22,0.024
469,surrGrid_H0240_obsH0036_x0220,training_grid,1.05,0.24,0.036,0.22,0.024
470,surrGrid_H0240_obsH0036_x0220,training_grid,1.075,0.24,0.036,0.22,0.024
471,surrGrid_H0240_obsH0036_x0220,training_grid,1.1,0.24,0.036,0.22,0.024
472,surrGrid_H0240_obsH0036_x0220,training_grid,1.125,0.24,0.036,0.22,0.024
473,surrGrid_H0240_obsH0036_x0220,training_grid,1.15,0.24,0.036,0.22,0.024
474,surrGrid_H0240_obsH0036_x0220,training_grid,1.175,0.24,0.036,0.22,0.024
475,surrGrid_H0240_obsH0036_x0220,training_grid,1.2,0.24,0.036,0.22,0.024
476,surrGrid_H0240_obsH0036_x0220,training_grid,1.225,0.24,0.036,0.22,0.024
477,surrGrid_H0240_obsH0036_x0220,training_grid,1.25,0.24,0.036,0.22,0.024
478,surrGrid_H0240_obsH0036_x0220,training_grid,1.275,0.24,0.036,0.22,0.024
479,surrGrid_H0240_obsH0036_x0220,training_grid,1.3,0.24,0.036,0.22,0.024
480,surrGrid_H0240_obsH0036_x0220,training_grid,1.325,0.24,0.036,0.22,0.024
481,surrGrid_H0240_obsH0036_x0220,training_grid,1.35,0.24,0.036,0.22,0.024
482,surrGrid_H0240_obsH0036_x0220,training_grid,1.375,0.24,0.036,0.22,0.024
483,surrGrid_H0240_obsH0036_x0220,training_grid,1.4,0.24,0.036,0.22,0.024
484,surrGrid_H0240_obsH0036_x0220,training_grid,1.425,0.24,0.036,0.22,0.024
485,surrGrid_H0240_obsH0036_x0220,training_grid,1.45,0.24,0.036,0.22,0.024
486,surrGrid_H0240_obsH0036_x0220,training_grid,1.475,0.24,0.036,0.22,0.024
487,surrGrid_H0240_obsH0036_x0220,training_grid,1.5,0.24,0.036,0.22,0.024
488,surrGrid_H0240_obsH0036_x0250,training_grid,0.0,0.24,0.036,0.25,0.024
489,surrGrid_H0240_obsH0036_x0250,training_grid,0.025,0.24,0.036,0.25,0.024
490,surrGrid_H0240_obsH0036_x0250,training_grid,0.05,0.24,0.036,0.25,0.024
491,surrGrid_H0240_obsH0036_x0250,training_grid,0.075,0.24,0.036,0.25,0.024
492,surrGrid_H0240_obsH0036_x0250,training_grid,0.1,0.24,0.036,0.25,0.024
493,surrGrid_H0240_obsH0036_x0250,training_grid,0.125,0.24,0.036,0.25,0.024
494,surrGrid_H0240_obsH0036_x0250,training_grid,0.15,0.24,0.036,0.25,0.024
495,surrGrid_H0240_obsH0036_x0250,training_grid,0.175,0.24,0.036,0.25,0.024
496,surrGrid_H0240_obsH0036_x0250,training_grid,0.2,0.24,0.036,0.25,0.024
497,surrGrid_H0240_obsH0036_x0250,training_grid,0.225,0.24,0.036,0.25,0.024
498,surrGrid_H0240_obsH0036_x0250,training_grid,0.25,0.24,0.036,0.25,0.024
499,surrGrid_H0240_obsH0036_x0250,training_grid,0.275,0.24,0.036,0.25,0.024
500,surrGrid_H0240_obsH0036_x0250,training_grid,0.3,0.24,0.036,0.25,0.024
501,surrGrid_H0240_obsH0036_x0250,training_grid,0.325,0.24,0.036,0.25,0.024
502,surrGrid_H0240_obsH0036_x0250,training_grid,0.35,0.24,0.036,0.25,0.024
503,surrGrid_H0240_obsH0036_x0250,training_grid,0.375,0.24,0.036,0.25,0.024
504,surrGrid_H0240_obsH0036_x0250,training_grid,0.4,0.24,0.036,0.25,0.024
505,surrGrid_H0240_obsH0036_x0250,training_grid,0.425,0.24,0.036,0.25,0.024
506,surrGrid_H0240_obsH0036_x0250,training_grid,0.45,0.24,0.036,0.25,0.024
507,surrGrid_H0240_obsH0036_x0250,training_grid,0.475,0.24,0.036,0.25,0.024
508,surrGrid_H0240_obsH0036_x0250,training_grid,0.5,0.24,0.036,0.25,0.024
509,surrGrid_H0240_obsH0036_x0250,training_grid,0.525,0.24,0.036,0.25,0.024
510,surrGrid_H0240_obsH0036_x0250,training_grid,0.55,0.24,0.036,0.25,0.024
511,surrGrid_H0240_obsH0036_x0250,training_grid,0.575,0.24,0.036,0.25,0.024
512,surrGrid_H0240_obsH0036_x0250,training_grid,0.6,0.24,0.036,0.25,0.024
513,surrGrid_H0240_obsH0036_x0250,training_grid,0.625,0.24,0.036,0.25,0.024
514,surrGrid_H0240_obsH0036_x0250,training_grid,0.65,0.24,0.036,0.25,0.024
515,surrGrid_H0240_obsH0036_x0250,training_grid,0.675,0.24,0.036,0.25,0.024
516,surrGrid_H0240_obsH0036_x0250,training_grid,0.7,0.24,0.036,0.25,0.024
517,surrGrid_H0240_obsH0036_x0250,training_grid,0.725,0.24,0.036,0.25,0.024
518,surrGrid_H0240_obsH0036_x0250,training_grid,0.75,0.24,0.036,0.25,0.024
519,surrGrid_H0240_obsH0036_x0250,training_grid,0.775,0.24,0.036,0.25,0.024
520,surrGrid_H0240_obsH0036_x0250,training_grid,0.8,0.24,0.036,0.25,0.024
521,surrGrid_H0240_obsH0036_x0250,training_grid,0.825,0.24,0.036,0.25,0.024
522,surrGrid_H0240_obsH0036_x0250,training_grid,0.85,0.24,0.036,0.25,0.024
523,surrGrid_H0240_obsH0036_x0250,training_grid,0.875,0.24,0.036,0.25,0.024
524,surrGrid_H0240_obsH0036_x0250,training_grid,0.9,0.24,0.036,0.25,0.024
525,surrGrid_H0240_obsH0036_x0250,training_grid,0.925,0.24,0.036,0.25,0.024
526,surrGrid_H0240_obsH0036_x0250,training_grid,0.95,0.24,0.036,0.25,0.024
527,surrGrid_H0240_obsH0036_x0250,training_grid,0.975,0.24,0.036,0.25,0.024
528,surrGrid_H0240_obsH0036_x0250,training_grid,1.0,0.24,0.036,0.25,0.024
529,surrGrid_H0240_obsH0036_x0250,training_grid,1.025,0.24,0.036,0.25,0.024
530,surrGrid_H0240_obsH0036_x0250,training_grid,1.05,0.24,0.036,0.25,0.024
531,surrGrid_H0240_obsH0036_x0250,training_grid,1.075,0.24,0.036,0.25,0.024
532,surrGrid_H0240_obsH0036_x0250,training_grid,1.1,0.24,0.036,0.25,0.024
533,surrGrid_H0240_obsH0036_x0250,training_grid,1.125,0.24,0.036,0.25,0.024
534,surrGrid_H0240_obsH0036_x0250,training_grid,1.15,0.24,0.036,0.25,0.024
535,surrGrid_H0240_obsH0036_x0250,training_grid,1.175,0.24,0.036,0.25,0.024
536,surrGrid_H0240_obsH0036_x0250,training_grid,1.2,0.24,0.036,0.25,0.024
537,surrGrid_H0240_obsH0036_x0250,training_grid,1.225,0.24,0.036,0.25,0.024
538,surrGrid_H0240_obsH0036_x0250,training_grid,1.25,0.24,0.036,0.25,0.024
539,surrGrid_H0240_obsH0036_x0250,training_grid,1.275,0.24,0.036,0.25,0.024
540,surrGrid_H0240_obsH0036_x0250,training_grid,1.3,0.24,0.036,0.25,0.024
541,surrGrid_H0240_obsH0036_x0250,training_grid,1.325,0.24,0.036,0.25,0.024
542,surrGrid_H0240_obsH0036_x0250,training_grid,1.35,0.24,0.036,0.25,0.024
543,surrGrid_H0240_obsH0036_x0250,training_grid,1.375,0.24,0.036,0.25,0.024
544,surrGrid_H0240_obsH0036_x0250,training_grid,1.4,0.24,0.036,0.25,0.024
545,surrGrid_H0240_obsH0036_x0250,training_grid,1.425,0.24,0.036,0.25,0.024
546,surrGrid_H0240_obsH0036_x0250,training_grid,1.45,0.24,0.036,0.25,0.024
547,surrGrid_H0240_obsH0036_x0250,training_grid,1.475,0.24,0.036,0.25,0.024
548,surrGrid_H0240_obsH0036_x0250,training_grid,1.5,0.24,0.036,0.25,0.024
549,surrGrid_H0240_obsH0036_x0275,training_grid,0.0,0.24,0.036,0.275,0.024
550,surrGrid_H0240_obsH0036_x0275,training_grid,0.025,0.24,0.036,0.275,0.024
551,surrGrid_H0240_obsH0036_x0275,training_grid,0.05,0.24,0.036,0.275,0.024
552,surrGrid_H0240_obsH0036_x0275,training_grid,0.075,0.24,0.036,0.275,0.024
553,surrGrid_H0240_obsH0036_x0275,training_grid,0.1,0.24,0.036,0.275,0.024
554,surrGrid_H0240_obsH0036_x0275,training_grid,0.125,0.24,0.036,0.275,0.024
555,surrGrid_H0240_obsH0036_x0275,training_grid,0.15,0.24,0.036,0.275,0.024
556,surrGrid_H0240_obsH0036_x0275,training_grid,0.175,0.24,0.036,0.275,0.024
557,surrGrid_H0240_obsH0036_x0275,training_grid,0.2,0.24,0.036,0.275,0.024
558,surrGrid_H0240_obsH0036_x0275,training_grid,0.225,0.24,0.036,0.275,0.024
559,surrGrid_H0240_obsH0036_x0275,training_grid,0.25,0.24,0.036,0.275,0.024
560,surrGrid_H0240_obsH0036_x0275,training_grid,0.275,0.24,0.036,0.275,0.024
561,surrGrid_H0240_obsH0036_x0275,training_grid,0.3,0.24,0.036,0.275,0.024
562,surrGrid_H0240_obsH0036_x0275,training_grid,0.325,0.24,0.036,0.275,0.024
563,surrGrid_H0240_obsH0036_x0275,training_grid,0.35,0.24,0.036,0.275,0.024
564,surrGrid_H0240_obsH0036_x0275,training_grid,0.375,0.24,0.036,0.275,0.024
565,surrGrid_H0240_obsH0036_x0275,training_grid,0.4,0.24,0.036,0.275,0.024
566,surrGrid_H0240_obsH0036_x0275,training_grid,0.425,0.24,0.036,0.275,0.024
567,surrGrid_H0240_obsH0036_x0275,training_grid,0.45,0.24,0.036,0.275,0.024
568,surrGrid_H0240_obsH0036_x0275,training_grid,0.475,0.24,0.036,0.275,0.024
569,surrGrid_H0240_obsH0036_x0275,training_grid,0.5,0.24,0.036,0.275,0.024
570,surrGrid_H0240_obsH0036_x0275,training_grid,0.525,0.24,0.036,0.275,0.024
571,surrGrid_H0240_obsH0036_x0275,training_grid,0.55,0.24,0.036,0.275,0.024
572,surrGrid_H0240_obsH0036_x0275,training_grid,0.575,0.24,0.036,0.275,0.024
573,surrGrid_H0240_obsH0036_x0275,training_grid,0.6,0.24,0.036,0.275,0.024
574,surrGrid_H0240_obsH0036_x0275,training_grid,0.625,0.24,0.036,0.275,0.024
575,surrGrid_H0240_obsH0036_x0275,training_grid,0.65,0.24,0.036,0.275,0.024
576,surrGrid_H0240_obsH0036_x0275,training_grid,0.675,0.24,0.036,0.275,0.024
577,surrGrid_H0240_obsH0036_x0275,training_grid,0.7,0.24,0.036,0.275,0.024
578,surrGrid_H0240_obsH0036_x0275,training_grid,0.725,0.24,0.036,0.275,0.024
579,surrGrid_H0240_obsH0036_x0275,training_grid,0.75,0.24,0.036,0.275,0.024
580,surrGrid_H0240_obsH0036_x0275,training_grid,0.775,0.24,0.036,0.275,0.024
581,surrGrid_H0240_obsH0036_x0275,training_grid,0.8,0.24,0.036,0.275,0.024
582,surrGrid_H0240_obsH0036_x0275,training_grid,0.825,0.24,0.036,0.275,0.024
583,surrGrid_H0240_obsH0036_x0275,training_grid,0.85,0.24,0.036,0.275,0.024
584,surrGrid_H0240_obsH0036_x0275,training_grid,0.875,0.24,0.036,0.275,0.024
585,surrGrid_H0240_obsH0036_x0275,training_grid,0.9,0.24,0.036,0.275,0.024
586,surrGrid_H0240_obsH0036_x0275,training_grid,0.925,0.24,0.036,0.275,0.024
587,surrGrid_H0240_obsH0036_x0275,training_grid,0.95,0.24,0.036,0.275,0.024
588,surrGrid_H0240_obsH0036_x0275,training_grid,0.975,0.24,0.036,0.275,0.024
589,surrGrid_H0240_obsH0036_x0275,training_grid,1.0,0.24,0.036,0.275,0.024
590,surrGrid_H0240_obsH0036_x0275,training_grid,1.025,0.24,0.036,0.275,0.024
